ID,CPURL,RCPURL,SLURL
4925,http://careerplus.shine.com/skill-courses/certified-capital-budgeting-professional/pd4925.html,/skill-courses/certified-capital-budgeting-professional/pd4925.html,https://learning.shine.com/course/banking-finance/capital-budgeting/pd-1738
831,http://careerplus.shine.com/skill-courses/vskills-certified-dreamweaver-cs5-professional/pd831.html,/skill-courses/vskills-certified-dreamweaver-cs5-professional/pd831.html,https://learning.shine.com/course/it-information-technology/dreamweaver-cs5-professional/pd-316
1599,http://careerplus.shine.com/skill-courses/vskills-certified-fitness-trainer/pd1599.html,/skill-courses/vskills-certified-fitness-trainer/pd1599.html,https://learning.shine.com/course/personal-development/fitness-trainer/pd-2148
3903,http://careerplus.shine.com/tssc/assessment-fee-ttt/pd3903.html,/tssc/assessment-fee-ttt/pd3903.html,
4415,http://careerplus.shine.com/skill-courses/marketing-essentials/pd4415.html,/skill-courses/marketing-essentials/pd4415.html,https://learning.shine.com/course/sales-and-marketing/marketing-management-4/pd-1544
4671,http://careerplus.shine.com/skill-courses/purchasing-and-material-management/pd4671.html,/skill-courses/purchasing-and-material-management/pd4671.html,https://learning.shine.com/course/operation-management/purchasing-and-material-management/pd-1635
4927,http://careerplus.shine.com/skill-courses/certified-hr-competency-professional/pd4927.html,/skill-courses/certified-hr-competency-professional/pd4927.html,
833,http://careerplus.shine.com/skill-courses/vskills-certified-joomla-developer/pd833.html,/skill-courses/vskills-certified-joomla-developer/pd833.html,https://learning.shine.com/course/it-information-technology/joomla-developer/pd-317
1601,http://careerplus.shine.com/skill-courses/vskills-certified-hr-staffing-manager/pd1601.html,/skill-courses/vskills-certified-hr-staffing-manager/pd1601.html,https://learning.shine.com/course/None/vskills-certified-hr-staffing-manager/pd-2150
4417,http://careerplus.shine.com/skill-courses/budgeting-essentials/pd4417.html,/skill-courses/budgeting-essentials/pd4417.html,https://learning.shine.com/course/management/budgeting-essentials/pd-1545
4929,http://careerplus.shine.com/skill-courses/certified-people-management-professional/pd4929.html,/skill-courses/certified-people-management-professional/pd4929.html,https://learning.shine.com/course/hr-human-resource/certified-people-management-professional/pd-1740
835,http://careerplus.shine.com/skill-courses/vskills-certified-sql-server-2008-programmer/pd835.html,/skill-courses/vskills-certified-sql-server-2008-programmer/pd835.html,https://learning.shine.com/course/None/vskills-certified-sql-server-2008-programmer/pd-318
1603,http://careerplus.shine.com/skill-courses/vskills-certified-html5-developer/pd1603.html,/skill-courses/vskills-certified-html5-developer/pd1603.html,
4419,http://careerplus.shine.com/skill-courses/certified-manager-for-quality-and-organizational-e/pd4419.html,/skill-courses/certified-manager-for-quality-and-organizational-e/pd4419.html,https://learning.shine.com/course/management/manager-for-quality-and-organizational-excellence/pd-1546
4931,http://careerplus.shine.com/skill-courses/certificate-in-organization-and-hr-function/pd4931.html,/skill-courses/certificate-in-organization-and-hr-function/pd4931.html,https://learning.shine.com/course/None/organization-and-hr-function/pd-1741
837,http://careerplus.shine.com/skill-courses/vskills-certified-xml-developer/pd837.html,/skill-courses/vskills-certified-xml-developer/pd837.html,https://learning.shine.com/course/it-information-technology/xml-developer/pd-319
1605,http://careerplus.shine.com/skill-courses/vskills-certified-human-resources-manager/pd1605.html,/skill-courses/vskills-certified-human-resources-manager/pd1605.html,https://learning.shine.com/course/None/vskills-certified-human-resources-manager/pd-2152
4421,http://careerplus.shine.com/skill-courses/accounting-fundamentals/pd4421.html,/skill-courses/accounting-fundamentals/pd4421.html,https://learning.shine.com/course/banking-finance/accounting/pd-1547
4933,http://careerplus.shine.com/skill-courses/certified-administrative-support-professional/pd4933.html,/skill-courses/certified-administrative-support-professional/pd4933.html,https://learning.shine.com/course/it-information-technology/administrative-support-professional/pd-1742
1607,http://careerplus.shine.com/skill-courses/vskills-certified-human-rights-law-professional/pd1607.html,/skill-courses/vskills-certified-human-rights-law-professional/pd1607.html,https://learning.shine.com/course/law/human-rights-law/pd-663
3143,http://careerplus.shine.com/skill-courses/world-class-manufacturing-wcm-practices-manager/pd3143.html,/skill-courses/world-class-manufacturing-wcm-practices-manager/pd3143.html,https://learning.shine.com/course/operation-management/world-class-manufacturing-wcm-practices-manager/pd-2228
3911,http://careerplus.shine.com/tssc/assessment-fee-ttt-2/pd3911.html,/tssc/assessment-fee-ttt-2/pd3911.html,
4423,http://careerplus.shine.com/skill-courses/ruby-on-rails/pd4423.html,/skill-courses/ruby-on-rails/pd4423.html,https://learning.shine.com/course/it-information-technology/ruby-on-rails/pd-1548
4935,http://careerplus.shine.com/skill-courses/certificate-in-management-skills-advanced/pd4935.html,/skill-courses/certificate-in-management-skills-advanced/pd4935.html,https://learning.shine.com/course/None/certified-advanced-management-skills-professional/pd-1743
841,http://careerplus.shine.com/skill-courses/certified-business-intelligence-professional/pd841.html,/skill-courses/certified-business-intelligence-professional/pd841.html,https://learning.shine.com/course/management/business-intelligence/pd-321
1609,http://careerplus.shine.com/skill-courses/intellectual-property-rights-and-legal-manager/pd1609.html,/skill-courses/intellectual-property-rights-and-legal-manager/pd1609.html,https://learning.shine.com/course/None/intellectual-property-rights-and-legal-manager/pd-664
1865,http://careerplus.shine.com/skill-courses/inbound-marketing-certification-cimp/pd1865.html,/skill-courses/inbound-marketing-certification-cimp/pd1865.html,
2121,http://careerplus.shine.com/skill-courses/learn-responsive-web-development-and-twitter-boots/pd2121.html,/skill-courses/learn-responsive-web-development-and-twitter-boots/pd2121.html,
4425,http://careerplus.shine.com/skill-courses/business-law-essentials/pd4425.html,/skill-courses/business-law-essentials/pd4425.html,https://learning.shine.com/course/law/business-law-essentials/pd-1549
4937,http://careerplus.shine.com/skill-courses/certificate-in-management-skills-for-novice/pd4937.html,/skill-courses/certificate-in-management-skills-for-novice/pd4937.html,https://learning.shine.com/course/None/certified-management-skills-professional/pd-1744
843,http://careerplus.shine.com/skill-courses/vskills-certified-e-commerce-professional/pd843.html,/skill-courses/vskills-certified-e-commerce-professional/pd843.html,https://learning.shine.com/course/it-information-technology/e-commerce-professional-2/pd-2087
1611,http://careerplus.shine.com/skill-courses/vskills-certified-interior-designer/pd1611.html,/skill-courses/vskills-certified-interior-designer/pd1611.html,
1867,http://careerplus.shine.com/skill-courses/vskills-certified-performance-manager/pd1867.html,/skill-courses/vskills-certified-performance-manager/pd1867.html,
4427,http://careerplus.shine.com/skill-courses/performance-appraisal-essentials/pd4427.html,/skill-courses/performance-appraisal-essentials/pd4427.html,https://learning.shine.com/course/hr-human-resource/performance-appraisal-management-3/pd-1550
4939,http://careerplus.shine.com/skill-courses/certified-technical-manpower-management-profession/pd4939.html,/skill-courses/certified-technical-manpower-management-profession/pd4939.html,https://learning.shine.com/course/it-information-technology/technical-manpower-management-professional/pd-1745
845,http://careerplus.shine.com/skill-courses/ethical-hacking-and-security-professional/pd845.html,/skill-courses/ethical-hacking-and-security-professional/pd845.html,https://learning.shine.com/course/None/ethical-hacking-and-security-professional/pd-2089
1613,http://careerplus.shine.com/skill-courses/vskills-certified-inventory-manager/pd1613.html,/skill-courses/vskills-certified-inventory-manager/pd1613.html,https://learning.shine.com/course/operation-management/inventory-management/pd-666
1869,http://careerplus.shine.com/skill-courses/disabled-vskills-certified-retail-management-profe/pd1869.html,/skill-courses/disabled-vskills-certified-retail-management-profe/pd1869.html,
3917,http://careerplus.shine.com/tssc/pmkvy-technical/pd3917.html,/tssc/pmkvy-technical/pd3917.html,
4941,http://careerplus.shine.com/skill-courses/certificate-in-business-execution/pd4941.html,/skill-courses/certificate-in-business-execution/pd4941.html,
847,http://careerplus.shine.com/skill-courses/vskills-certified-dtp-operator/pd847.html,/skill-courses/vskills-certified-dtp-operator/pd847.html,https://learning.shine.com/course/it-information-technology/dtp-operator/pd-322
1615,http://careerplus.shine.com/skill-courses/vskills-certified-j2me-programmer/pd1615.html,/skill-courses/vskills-certified-j2me-programmer/pd1615.html,https://learning.shine.com/course/it-information-technology/j2me-programmer/pd-667
1871,http://careerplus.shine.com/skill-courses/vskills-certified-payroll-manager/pd1871.html,/skill-courses/vskills-certified-payroll-manager/pd1871.html,https://learning.shine.com/course/None/payroll-management/pd-782
2127,http://careerplus.shine.com/skill-courses/vskills-certified-textile-designer/pd2127.html,/skill-courses/vskills-certified-textile-designer/pd2127.html,
3919,http://careerplus.shine.com/skill-courses/distributor-sales-representative/pd3919.html,/skill-courses/distributor-sales-representative/pd3919.html,
4431,http://careerplus.shine.com/skill-courses/business-analyst-certification/pd4431.html,/skill-courses/business-analyst-certification/pd4431.html,
4687,http://careerplus.shine.com/skill-courses/job-assessment/pd4687.html,/skill-courses/job-assessment/pd4687.html,
4943,http://careerplus.shine.com/skill-courses/certificate-in-cross-functional-teams-management/pd4943.html,/skill-courses/certificate-in-cross-functional-teams-management/pd4943.html,https://learning.shine.com/course/management/cross-functional-teams-management/pd-1747
849,http://careerplus.shine.com/skill-courses/vskills-certified-project-management-professional/pd849.html,/skill-courses/vskills-certified-project-management-professional/pd849.html,
1617,http://careerplus.shine.com/skill-courses/vskills-certified-jabber-professional/pd1617.html,/skill-courses/vskills-certified-jabber-professional/pd1617.html,https://learning.shine.com/course/it-information-technology/jabber-professional/pd-668
3921,http://careerplus.shine.com/skill-courses/in-store-promoter/pd3921.html,/skill-courses/in-store-promoter/pd3921.html,
4433,http://careerplus.shine.com/skill-courses/data-scientist-certification/pd4433.html,/skill-courses/data-scientist-certification/pd4433.html,
4945,http://careerplus.shine.com/skill-courses/certified-organizational-priorities-management-pro/pd4945.html,/skill-courses/certified-organizational-priorities-management-pro/pd4945.html,
851,http://careerplus.shine.com/skill-courses/vskills-certified-grid-computing-professional/pd851.html,/skill-courses/vskills-certified-grid-computing-professional/pd851.html,https://learning.shine.com/course/None/grid-computing-professional/pd-323
1619,http://careerplus.shine.com/skill-courses/vskills-certified-lean-manufacturing-professional/pd1619.html,/skill-courses/vskills-certified-lean-manufacturing-professional/pd1619.html,https://learning.shine.com/course/operation-management/lean-manufacturing/pd-669
3923,http://careerplus.shine.com/skill-courses/certified-waste-management-professional/pd3923.html,/skill-courses/certified-waste-management-professional/pd3923.html,https://learning.shine.com/course/None/certified-waste-management-professional/pd-2390
4435,http://careerplus.shine.com/skill-courses/1-lakh-e-mailer-pack/pd4435.html,/skill-courses/1-lakh-e-mailer-pack/pd4435.html,
4947,http://careerplus.shine.com/skill-courses/certified-organizational-change-professional/pd4947.html,/skill-courses/certified-organizational-change-professional/pd4947.html,
853,http://careerplus.shine.com/skill-courses/vskills-certified-network-security-professional/pd853.html,/skill-courses/vskills-certified-network-security-professional/pd853.html,https://learning.shine.com/course/None/network-security-professional/pd-324
1621,http://careerplus.shine.com/skill-courses/certified-linux-and-windows-integration-profession/pd1621.html,/skill-courses/certified-linux-and-windows-integration-profession/pd1621.html,
3669,http://careerplus.shine.com/skill-courses/ifrs-certification-acca-course/pd3669.html,/skill-courses/ifrs-certification-acca-course/pd3669.html,
4437,http://careerplus.shine.com/skill-courses/practitioners-approach-to-digital-marketing/pd4437.html,/skill-courses/practitioners-approach-to-digital-marketing/pd4437.html,https://learning.shine.com/course/sales-and-marketing/practitioners-approach-to-digital-marketing/pd-1555
4693,http://careerplus.shine.com/skill-courses/social-assessment/pd4693.html,/skill-courses/social-assessment/pd4693.html,
4949,http://careerplus.shine.com/skill-courses/certificate-in-e-mail-skills/pd4949.html,/skill-courses/certificate-in-e-mail-skills/pd4949.html,
855,http://careerplus.shine.com/skill-courses/vskills-certified-selenium-professional/pd855.html,/skill-courses/vskills-certified-selenium-professional/pd855.html,https://learning.shine.com/course/None/selenium-professional/pd-2093
1623,http://careerplus.shine.com/skill-courses/certified-multichannel-retail-professional-2/pd1623.html,/skill-courses/certified-multichannel-retail-professional-2/pd1623.html,
1879,http://careerplus.shine.com/skill-courses/vskills-certified-risk-management-professional/pd1879.html,/skill-courses/vskills-certified-risk-management-professional/pd1879.html,
3415,http://careerplus.shine.com/career-guidance/job-interview-coaching-by-sarabjeet-sachar/pd3415.html,/career-guidance/job-interview-coaching-by-sarabjeet-sachar/pd3415.html,https://learning.shine.com/services/interview-preparation-3/job-interview-coaching-by-sarabjeet-sachar/pd-1284
3671,http://careerplus.shine.com/skill-courses/certified-digital-marketing-professional/pd3671.html,/skill-courses/certified-digital-marketing-professional/pd3671.html,
4439,http://careerplus.shine.com/skill-courses/advanced-ms-excel/pd4439.html,/skill-courses/advanced-ms-excel/pd4439.html,https://learning.shine.com/course/None/advanced-ms-excel/pd-1556
4951,http://careerplus.shine.com/skill-courses/certificate-in-cross-cultural-communication/pd4951.html,/skill-courses/certificate-in-cross-cultural-communication/pd4951.html,https://learning.shine.com/course/None/certificate-in-cross-cultural-communication/pd-1751
4441,http://careerplus.shine.com/skill-courses/advanced-ms-word/pd4441.html,/skill-courses/advanced-ms-word/pd4441.html,https://learning.shine.com/course/None/advanced-ms-word/pd-1557
4953,http://careerplus.shine.com/skill-courses/certificate-in-workplace-conflict-management/pd4953.html,/skill-courses/certificate-in-workplace-conflict-management/pd4953.html,https://learning.shine.com/course/hr-human-resource/workplace-conflict-management/pd-1752
859,http://careerplus.shine.com/skill-courses/certified-software-quality-assurance-professional/pd859.html,/skill-courses/certified-software-quality-assurance-professional/pd859.html,https://learning.shine.com/course/None/software-quality-assurance-professional/pd-2097
1627,http://careerplus.shine.com/skill-courses/vskills-certified-negotiation-manager/pd1627.html,/skill-courses/vskills-certified-negotiation-manager/pd1627.html,https://learning.shine.com/course/sales-and-marketing/negotiation-management-2/pd-2154
4443,http://careerplus.shine.com/skill-courses/advanced-microsoft-power-point-2013/pd4443.html,/skill-courses/advanced-microsoft-power-point-2013/pd4443.html,https://learning.shine.com/course/None/advanced-microsoft-power-point-2013/pd-1558
4699,http://careerplus.shine.com/skill-courses/job-social-assessment/pd4699.html,/skill-courses/job-social-assessment/pd4699.html,
4955,http://careerplus.shine.com/skill-courses/certificate-in-emotional-intelligence/pd4955.html,/skill-courses/certificate-in-emotional-intelligence/pd4955.html,
861,http://careerplus.shine.com/skill-courses/vskills-certified-software-security-professional/pd861.html,/skill-courses/vskills-certified-software-security-professional/pd861.html,https://learning.shine.com/course/None/software-security-professional/pd-325
1629,http://careerplus.shine.com/skill-courses/certified-network-security-open-source-software-de/pd1629.html,/skill-courses/certified-network-security-open-source-software-de/pd1629.html,https://learning.shine.com/course/None/network-security-open-source-software-developer/pd-673
1885,http://careerplus.shine.com/skill-courses/certified-corporate-governance-professional/pd1885.html,/skill-courses/certified-corporate-governance-professional/pd1885.html,https://learning.shine.com/course/management/certified-corporate-governance-professional/pd-783
3421,http://careerplus.shine.com/skill-courses/certified-biopharmaceutical-professional/pd3421.html,/skill-courses/certified-biopharmaceutical-professional/pd3421.html,
4445,http://careerplus.shine.com/skill-courses/enterprise-resource-planning-sap/pd4445.html,/skill-courses/enterprise-resource-planning-sap/pd4445.html,https://learning.shine.com/course/it-information-technology/sap/pd-1559
863,http://careerplus.shine.com/skill-courses/vskills-certified-advertising-manager/pd863.html,/skill-courses/vskills-certified-advertising-manager/pd863.html,https://learning.shine.com/course/sales-and-marketing/advertising-management/pd-326
1631,http://careerplus.shine.com/skill-courses/vskills-certified-office-administrator/pd1631.html,/skill-courses/vskills-certified-office-administrator/pd1631.html,https://learning.shine.com/course/it-information-technology/office-administrator/pd-2156
1887,http://careerplus.shine.com/skill-courses/vskills-certified-sales-manager/pd1887.html,/skill-courses/vskills-certified-sales-manager/pd1887.html,https://learning.shine.com/course/sales-and-marketing/sales-management-2/pd-2182
3167,http://careerplus.shine.com/combo/business-communication-skills/pd3167.html,/combo/business-communication-skills/pd3167.html,
4447,http://careerplus.shine.com/skill-courses/finance-and-accounting-essentials-for-non-financia/pd4447.html,/skill-courses/finance-and-accounting-essentials-for-non-financia/pd4447.html,https://learning.shine.com/course/management/finance-and-accounting-essentials-for-non-financial-professionals/pd-1560
4959,http://careerplus.shine.com/career-guidance/skill-gap-critique/pd4959.html,/career-guidance/skill-gap-critique/pd4959.html,
865,http://careerplus.shine.com/skill-courses/vskills-certified-aml-kyc-compliance-officer/pd865.html,/skill-courses/vskills-certified-aml-kyc-compliance-officer/pd865.html,https://learning.shine.com/course/banking-finance/aml-kyc-compliance/pd-327
1633,http://careerplus.shine.com/skill-courses/vskills-certified-performance-appraisal-manager/pd1633.html,/skill-courses/vskills-certified-performance-appraisal-manager/pd1633.html,https://learning.shine.com/course/hr-human-resource/performance-appraisal-management/pd-2158
3425,http://careerplus.shine.com/skill-courses/certified-talent-manager/pd3425.html,/skill-courses/certified-talent-manager/pd3425.html,https://learning.shine.com/course/None/talent-acquisition-management/pd-2287
4449,http://careerplus.shine.com/skill-courses/leadership-essentials/pd4449.html,/skill-courses/leadership-essentials/pd4449.html,https://learning.shine.com/course/personal-development/leadership-essentials/pd-1561
867,http://careerplus.shine.com/skill-courses/vskills-certified-commodity-trader/pd867.html,/skill-courses/vskills-certified-commodity-trader/pd867.html,https://learning.shine.com/course/banking-finance/commodities-trading-2/pd-328
1635,http://careerplus.shine.com/skill-courses/vskills-certified-plsql-developer/pd1635.html,/skill-courses/vskills-certified-plsql-developer/pd1635.html,https://learning.shine.com/course/None/vskills-certified-plsql-developer/pd-674
3939,http://careerplus.shine.com/skill-courses/certified-organizational-behavior-professional/pd3939.html,/skill-courses/certified-organizational-behavior-professional/pd3939.html,
4451,http://careerplus.shine.com/skill-courses/microsoft-office-2013-power-excel-user/pd4451.html,/skill-courses/microsoft-office-2013-power-excel-user/pd4451.html,https://learning.shine.com/course/None/microsoft-office-2013-power-excel-user/pd-1562
869,http://careerplus.shine.com/skill-courses/vskills-certified-portfolio-manager/pd869.html,/skill-courses/vskills-certified-portfolio-manager/pd869.html,https://learning.shine.com/course/banking-finance/portfolio-management/pd-329
3429,http://careerplus.shine.com/skill-courses/certified-underwriter/pd3429.html,/skill-courses/certified-underwriter/pd3429.html,https://learning.shine.com/course/banking-finance/underwriter-professional/pd-2289
3941,http://careerplus.shine.com/skill-courses/certified-kaizen-professional/pd3941.html,/skill-courses/certified-kaizen-professional/pd3941.html,https://learning.shine.com/course/None/certified-kaizen-professional/pd-1410
4453,http://careerplus.shine.com/skill-courses/project-management-for-non-project-managers/pd4453.html,/skill-courses/project-management-for-non-project-managers/pd4453.html,https://learning.shine.com/course/management/project-management-for-non-project-managers/pd-1563
4965,http://careerplus.shine.com/skill-courses/ames-world-wide-english/pd4965.html,/skill-courses/ames-world-wide-english/pd4965.html,https://learning.shine.com/course/None/ames-world-wide-english/pd-2537
871,http://careerplus.shine.com/skill-courses/vskills-certified-mutual-funds-advisor/pd871.html,/skill-courses/vskills-certified-mutual-funds-advisor/pd871.html,https://learning.shine.com/course/banking-finance/mutual-funds/pd-330
1383,http://careerplus.shine.com/degree-certifications/fellowship-in-2d-echocardiography-apollo-hospitals/pd1383.html,/degree-certifications/fellowship-in-2d-echocardiography-apollo-hospitals/pd1383.html,
1639,http://careerplus.shine.com/skill-courses/vskills-certified-public-relations-officer/pd1639.html,/skill-courses/vskills-certified-public-relations-officer/pd1639.html,https://learning.shine.com/course/mass-communication/public-relations-officer/pd-2160
3943,http://careerplus.shine.com/skill-courses/certified-business-analytics-professional/pd3943.html,/skill-courses/certified-business-analytics-professional/pd3943.html,https://learning.shine.com/course/management/business-analytics-3/pd-2394
4455,http://careerplus.shine.com/skill-courses/recruitment-and-retention-strategies/pd4455.html,/skill-courses/recruitment-and-retention-strategies/pd4455.html,
4711,http://careerplus.shine.com/skill-courses/six-sigma-green-belt-gc/pd4711.html,/skill-courses/six-sigma-green-belt-gc/pd4711.html,
1641,http://careerplus.shine.com/skill-courses/vskills-certified-real-estate-consultant/pd1641.html,/skill-courses/vskills-certified-real-estate-consultant/pd1641.html,
3433,http://careerplus.shine.com/skill-courses/certified-service-quality-manager/pd3433.html,/skill-courses/certified-service-quality-manager/pd3433.html,https://learning.shine.com/course/operation-management/service-quality-management/pd-2291
3945,http://careerplus.shine.com/skill-courses/certified-smart-cities-professional/pd3945.html,/skill-courses/certified-smart-cities-professional/pd3945.html,
4457,http://careerplus.shine.com/skill-courses/javase-8-programmer/pd4457.html,/skill-courses/javase-8-programmer/pd4457.html,
4969,http://careerplus.shine.com/skill-courses/english-for-interview-skills/pd4969.html,/skill-courses/english-for-interview-skills/pd4969.html,https://learning.shine.com/course/interview-preparation-3/english-for-interview-skills/pd-1757
875,http://careerplus.shine.com/skill-courses/vskills-certified-marketing-manager/pd875.html,/skill-courses/vskills-certified-marketing-manager/pd875.html,https://learning.shine.com/course/sales-and-marketing/marketing-management-2/pd-2099
1643,http://careerplus.shine.com/skill-courses/certified-maintenance-and-reliability-professional/pd1643.html,/skill-courses/certified-maintenance-and-reliability-professional/pd1643.html,https://learning.shine.com/course/operation-management/maintenance-and-reliability-professional/pd-677
4459,http://careerplus.shine.com/skill-courses/strategic-portfolio-decisions-and-risk-management/pd4459.html,/skill-courses/strategic-portfolio-decisions-and-risk-management/pd4459.html,
4715,http://careerplus.shine.com/skill-courses/lean-six-sigma-green-belt-gc/pd4715.html,/skill-courses/lean-six-sigma-green-belt-gc/pd4715.html,https://learning.shine.com/course/operation-management/lean-six-sigma-green-belt-2/pd-1642
877,http://careerplus.shine.com/skill-courses/financial-services-marketing-professional/pd877.html,/skill-courses/financial-services-marketing-professional/pd877.html,https://learning.shine.com/course/sales-and-marketing/financial-services-marketing/pd-332
1645,http://careerplus.shine.com/skill-courses/certified-restaurant-manager/pd1645.html,/skill-courses/certified-restaurant-manager/pd1645.html,
4461,http://careerplus.shine.com/skill-courses/executive-program-in-valuation-and-risk-models/pd4461.html,/skill-courses/executive-program-in-valuation-and-risk-models/pd4461.html,
4717,http://careerplus.shine.com/skill-courses/lean-six-sigma-black-belt-gc/pd4717.html,/skill-courses/lean-six-sigma-black-belt-gc/pd4717.html,https://learning.shine.com/course/operation-management/lean-six-sigma-black-belt-2/pd-1643
4973,http://careerplus.shine.com/skill-courses/data-visualization/pd4973.html,/skill-courses/data-visualization/pd4973.html,
879,http://careerplus.shine.com/skill-courses/certified-optical-fiber-network-planning-and-proje/pd879.html,/skill-courses/certified-optical-fiber-network-planning-and-proje/pd879.html,
1391,http://careerplus.shine.com/combo/featured-jobs-referral/pd1391.html,/combo/featured-jobs-referral/pd1391.html,
1647,http://careerplus.shine.com/skill-courses/vskills-certified-router-support-professional/pd1647.html,/skill-courses/vskills-certified-router-support-professional/pd1647.html,https://learning.shine.com/course/None/vskills-certified-router-support-professional/pd-2164
3439,http://careerplus.shine.com/skill-courses/certified-environmentalist/pd3439.html,/skill-courses/certified-environmentalist/pd3439.html,https://learning.shine.com/course/management/certified-environmentalist/pd-2293
4463,http://careerplus.shine.com/skill-courses/executive-program-in-valuation-and-risk-models-2/pd4463.html,/skill-courses/executive-program-in-valuation-and-risk-models-2/pd4463.html,https://learning.shine.com/course/banking-finance/financial-ratio-analysis/pd-1568
4719,http://careerplus.shine.com/skill-courses/prince2-foundation-gc/pd4719.html,/skill-courses/prince2-foundation-gc/pd4719.html,
4975,http://careerplus.shine.com/skill-courses/advanced-business-intelligence-and-big-data-analyt/pd4975.html,/skill-courses/advanced-business-intelligence-and-big-data-analyt/pd4975.html,
1649,http://careerplus.shine.com/skill-courses/certified-six-sigma-black-belt-professional/pd1649.html,/skill-courses/certified-six-sigma-black-belt-professional/pd1649.html,
4465,http://careerplus.shine.com/skill-courses/masterclass-in-advanced-excel-for-accounting-wizar/pd4465.html,/skill-courses/masterclass-in-advanced-excel-for-accounting-wizar/pd4465.html,https://learning.shine.com/course/banking-finance/advanced-excel-for-accounting/pd-1569
4721,http://careerplus.shine.com/skill-courses/prince2-practitioner-gc/pd4721.html,/skill-courses/prince2-practitioner-gc/pd4721.html,
4977,http://careerplus.shine.com/skill-courses/certificate-in-business-intelligence-and-data-ware/pd4977.html,/skill-courses/certificate-in-business-intelligence-and-data-ware/pd4977.html,
883,http://careerplus.shine.com/skill-courses/vskills-certified-electronics-design-associate/pd883.html,/skill-courses/vskills-certified-electronics-design-associate/pd883.html,
1651,http://careerplus.shine.com/skill-courses/certified-six-sigma-green-belt-professional/pd1651.html,/skill-courses/certified-six-sigma-green-belt-professional/pd1651.html,
3443,http://careerplus.shine.com/skill-courses/certified-marketing-planning-manager/pd3443.html,/skill-courses/certified-marketing-planning-manager/pd3443.html,
4467,http://careerplus.shine.com/skill-courses/everyday-guide-to-financial-statements/pd4467.html,/skill-courses/everyday-guide-to-financial-statements/pd4467.html,https://learning.shine.com/course/banking-finance/financial-statement-analyst/pd-1570
4723,http://careerplus.shine.com/skill-courses/itil-foundation-gc/pd4723.html,/skill-courses/itil-foundation-gc/pd4723.html,
4979,http://careerplus.shine.com/skill-courses/business-intelligence-and-data-visualisation/pd4979.html,/skill-courses/business-intelligence-and-data-visualisation/pd4979.html,
885,http://careerplus.shine.com/skill-courses/certified-subversion-version-control-professional/pd885.html,/skill-courses/certified-subversion-version-control-professional/pd885.html,https://learning.shine.com/course/it-information-technology/subversion-version-control-professional/pd-335
1653,http://careerplus.shine.com/skill-courses/vskills-certified-snort-professional/pd1653.html,/skill-courses/vskills-certified-snort-professional/pd1653.html,https://learning.shine.com/course/None/vskills-certified-snort-professional/pd-678
4213,http://careerplus.shine.com/skill-courses/job-guarantee/pd4213.html,/skill-courses/job-guarantee/pd4213.html,
4469,http://careerplus.shine.com/skill-courses/strategic-guide-to-advanced-excel-macros-and-vba/pd4469.html,/skill-courses/strategic-guide-to-advanced-excel-macros-and-vba/pd4469.html,
4981,http://careerplus.shine.com/skill-courses/my-job-thought-report/pd4981.html,/skill-courses/my-job-thought-report/pd4981.html,
887,http://careerplus.shine.com/skill-courses/vskills-certified-services-marketing-manager/pd887.html,/skill-courses/vskills-certified-services-marketing-manager/pd887.html,https://learning.shine.com/course/sales-and-marketing/service-marketing-manager/pd-336
1655,http://careerplus.shine.com/skill-courses/vskills-certified-svg-professional/pd1655.html,/skill-courses/vskills-certified-svg-professional/pd1655.html,https://learning.shine.com/course/it-information-technology/svg-professional/pd-679
3447,http://careerplus.shine.com/skill-courses/certified-planning-and-scheduling-manager/pd3447.html,/skill-courses/certified-planning-and-scheduling-manager/pd3447.html,
3959,http://careerplus.shine.com/tssc/center-verification-fee-city-a/pd3959.html,/tssc/center-verification-fee-city-a/pd3959.html,
4471,http://careerplus.shine.com/skill-courses/master-project-finance-techniques-for-power-sector/pd4471.html,/skill-courses/master-project-finance-techniques-for-power-sector/pd4471.html,
4727,http://careerplus.shine.com/skill-courses/capm-gc/pd4727.html,/skill-courses/capm-gc/pd4727.html,
4983,http://careerplus.shine.com/skill-courses/job-search-guidance-with-job-thought-report/pd4983.html,/skill-courses/job-search-guidance-with-job-thought-report/pd4983.html,
121,http://careerplus.shine.com/combo/essential-jobseeker-package/pd121.html,/combo/essential-jobseeker-package/pd121.html,
889,http://careerplus.shine.com/skill-courses/vskills-certified-audacity-professional/pd889.html,/skill-courses/vskills-certified-audacity-professional/pd889.html,https://learning.shine.com/course/it-information-technology/audacity-professional/pd-337
1657,http://careerplus.shine.com/skill-courses/vskills-certified-telesales-executive/pd1657.html,/skill-courses/vskills-certified-telesales-executive/pd1657.html,
3705,http://careerplus.shine.com/skill-courses/gateway-to-commodities-trading-by-icici/pd3705.html,/skill-courses/gateway-to-commodities-trading-by-icici/pd3705.html,https://learning.shine.com/course/banking-finance/commodities-trading/pd-1335
3961,http://careerplus.shine.com/tssc/center-verification-city-b/pd3961.html,/tssc/center-verification-city-b/pd3961.html,
4217,http://careerplus.shine.com/skill-courses/certified-learning-and-development-professional-ao/pd4217.html,/skill-courses/certified-learning-and-development-professional-ao/pd4217.html,https://learning.shine.com/course/hr-human-resource/training-and-development-management-2/pd-1475
